User,Text,Date Tweeted,Compound Point,Positive Point,Neutral Point,Negative Point,Tweets Ago
@CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018,0.7959,0.214,0.786,0.0,31
@CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018,0.807,0.378,0.622,0.0,32
@CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018,0.0,0.0,1.0,0.0,33
@CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018,0.5319,0.157,0.78,0.062,34
@CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018,0.5399,0.199,0.801,0.0,35
@CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,Sat Mar 24 22:46:43 +0000 2018,-0.34,0.115,0.7,0.185,36
@CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018,0.7003,0.209,0.791,0.0,37
@CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,Sat Mar 24 22:21:37 +0000 2018,0.0,0.0,1.0,0.0,38
@CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018,0.0,0.0,1.0,0.0,39
@CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018,0.7184,0.333,0.667,0.0,40
@CBS,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,Sun Apr 01 17:00:03 +0000 2018,0.6486,0.202,0.798,0.0,41
@CBS,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",Sat Mar 31 18:00:00 +0000 2018,0.0,0.0,1.0,0.0,42
@CBS,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,Sat Mar 31 15:30:00 +0000 2018,0.4199,0.113,0.887,0.0,43
@CBS,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,Fri Mar 30 16:50:00 +0000 2018,0.4926,0.127,0.873,0.0,44
@CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",Thu Mar 29 17:32:40 +0000 2018,0.0,0.0,1.0,0.0,45
@CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",Thu Mar 29 17:30:02 +0000 2018,0.0,0.0,1.0,0.0,46
@CBS,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018,0.3818,0.212,0.68,0.108,47
@CBS,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018,0.296,0.099,0.901,0.0,48
@CBS,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018,0.508,0.12,0.88,0.0,49
@CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018,0.0,0.0,1.0,0.0,50
@CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018,0.7959,0.214,0.786,0.0,51
@CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018,0.807,0.378,0.622,0.0,52
@CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018,0.0,0.0,1.0,0.0,53
@CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018,0.5319,0.157,0.78,0.062,54
@CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018,0.5399,0.199,0.801,0.0,55
@CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,Sat Mar 24 22:46:43 +0000 2018,-0.34,0.115,0.7,0.185,56
@CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018,0.7003,0.209,0.791,0.0,57
@CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,Sat Mar 24 22:21:37 +0000 2018,0.0,0.0,1.0,0.0,58
@CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018,0.0,0.0,1.0,0.0,59
@CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018,0.7184,0.333,0.667,0.0,60
@CBS,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,Sun Apr 01 17:00:03 +0000 2018,0.6486,0.202,0.798,0.0,61
@CBS,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",Sat Mar 31 18:00:00 +0000 2018,0.0,0.0,1.0,0.0,62
@CBS,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,Sat Mar 31 15:30:00 +0000 2018,0.4199,0.113,0.887,0.0,63
@CBS,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,Fri Mar 30 16:50:00 +0000 2018,0.4926,0.127,0.873,0.0,64
@CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",Thu Mar 29 17:32:40 +0000 2018,0.0,0.0,1.0,0.0,65
@CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",Thu Mar 29 17:30:02 +0000 2018,0.0,0.0,1.0,0.0,66
@CBS,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018,0.3818,0.212,0.68,0.108,67
@CBS,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018,0.296,0.099,0.901,0.0,68
@CBS,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018,0.508,0.12,0.88,0.0,69
@CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018,0.0,0.0,1.0,0.0,70
@CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018,0.7959,0.214,0.786,0.0,71
@CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018,0.807,0.378,0.622,0.0,72
@CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018,0.0,0.0,1.0,0.0,73
@CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018,0.5319,0.157,0.78,0.062,74
@CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018,0.5399,0.199,0.801,0.0,75
@CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,Sat Mar 24 22:46:43 +0000 2018,-0.34,0.115,0.7,0.185,76
@CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018,0.7003,0.209,0.791,0.0,77
@CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,Sat Mar 24 22:21:37 +0000 2018,0.0,0.0,1.0,0.0,78
@CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018,0.0,0.0,1.0,0.0,79
@CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018,0.7184,0.333,0.667,0.0,80
@CBS,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,Sun Apr 01 17:00:03 +0000 2018,0.6486,0.202,0.798,0.0,81
@CBS,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",Sat Mar 31 18:00:00 +0000 2018,0.0,0.0,1.0,0.0,82
@CBS,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,Sat Mar 31 15:30:00 +0000 2018,0.4199,0.113,0.887,0.0,83
@CBS,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,Fri Mar 30 16:50:00 +0000 2018,0.4926,0.127,0.873,0.0,84
@CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",Thu Mar 29 17:32:40 +0000 2018,0.0,0.0,1.0,0.0,85
@CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",Thu Mar 29 17:30:02 +0000 2018,0.0,0.0,1.0,0.0,86
@CBS,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018,0.3818,0.212,0.68,0.108,87
@CBS,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018,0.296,0.099,0.901,0.0,88
@CBS,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018,0.508,0.12,0.88,0.0,89
@CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018,0.0,0.0,1.0,0.0,90
@CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018,0.7959,0.214,0.786,0.0,91
@CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018,0.807,0.378,0.622,0.0,92
@CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018,0.0,0.0,1.0,0.0,93
@CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018,0.5319,0.157,0.78,0.062,94
@CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018,0.5399,0.199,0.801,0.0,95
@CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,Sat Mar 24 22:46:43 +0000 2018,-0.34,0.115,0.7,0.185,96
@CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018,0.7003,0.209,0.791,0.0,97
@CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,Sat Mar 24 22:21:37 +0000 2018,0.0,0.0,1.0,0.0,98
@CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018,0.0,0.0,1.0,0.0,99
@CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018,0.7184,0.333,0.667,0.0,100
@CNN,"After years of unchecked power and corruption, one man's crusade will divide the Catholic church forever. #Pope ton… https://t.co/RMo0XniG13",Sun Apr 01 18:45:13 +0000 2018,0.0,0.0,1.0,0.0,1
@CNN,"Hackers have stolen information for more than 5 million credit and debit cards used at Saks Fifth Avenue, Saks Off… https://t.co/UJwIVPKaYD",Sun Apr 01 18:30:03 +0000 2018,-0.0865,0.119,0.748,0.133,2
@CNN,Las Vegas hockey team retires No. 58 to honor concert victims https://t.co/wAl24fsTmE https://t.co/HjeEAhuTn4,Sun Apr 01 18:15:06 +0000 2018,-0.0772,0.181,0.565,0.254,3
@CNN,Thunder Snow seals success in the $10 million Dubai World Cup https://t.co/PlJeyHcF7A https://t.co/wOtOjVJlth,Sun Apr 01 18:00:15 +0000 2018,0.5719,0.236,0.764,0.0,4
@CNN,Sacramento sheriff's vehicle hits protester at Stephon Clark vigil https://t.co/BE2Ueg7Lth https://t.co/M3zelqBzHQ,Sun Apr 01 17:45:04 +0000 2018,0.0,0.0,1.0,0.0,5
@CNN,Pope Francis in Easter service baptizes migrant hailed as a hero https://t.co/jFIq7g3Byf https://t.co/WNzni2VTS3,Sun Apr 01 17:30:07 +0000 2018,0.6705,0.355,0.645,0.0,6
@CNN,"Secret Service investigating vandalism at Trump golf club in Florida, sheriff's office says https://t.co/efJ39IUEpN https://t.co/y5FITF6EVF",Sun Apr 01 17:15:10 +0000 2018,0.0,0.0,1.0,0.0,7
@CNN,"The timing of the Gaza protest is no coincidence, writes Nic Robertson for @CNNOpinion https://t.co/Wy4he4kbnI https://t.co/LkSSBOU4yt",Sun Apr 01 17:00:02 +0000 2018,-0.4939,0.0,0.769,0.231,8
@CNN,"New book alleges Kellyanne Conway is the ""number one leaker"" in President Trump's White House… https://t.co/YoQc0c4lX1",Sun Apr 01 16:45:46 +0000 2018,0.0772,0.08,0.92,0.0,9
@CNN,"Rebel Syrian fighters evacuated from besieged Douma, state TV says https://t.co/WakvBH5g5Z https://t.co/VOefylsnq6",Sun Apr 01 16:30:13 +0000 2018,-0.2023,0.0,0.781,0.219,10
@CNN,Harry and Meghan's royal wedding florist opts for white roses and peonies https://t.co/hjcg9EfFrZ https://t.co/OYSJQgHA2a,Sun Apr 01 16:15:07 +0000 2018,0.0,0.0,1.0,0.0,11
@CNN,Are stocks still ridiculously expensive? https://t.co/XGqej8v1rh https://t.co/hh13aRQFBa,Sun Apr 01 16:00:13 +0000 2018,-0.34,0.0,0.714,0.286,12
@CNN,"Lawsuit claims CVS unintentionally revealed HIV status of 6,000 customers in Ohio https://t.co/BsCm3LPXVs https://t.co/JRuHm1MHtv",Sun Apr 01 15:46:17 +0000 2018,-0.2263,0.0,0.872,0.128,13
@CNN,JUST IN: President Trump says there will be no deal with Democrats to legalize thousands of undocumented immigrants… https://t.co/xvUkmIvXWY,Sun Apr 01 15:02:27 +0000 2018,-0.296,0.0,0.891,0.109,14
@CNN,"While Larry Nassar was sexually abusing gymnasts at Twistars Gymnastics in Michigan, famed Olympic coach John Gedde… https://t.co/MSh9kOrIii",Sun Apr 01 15:00:03 +0000 2018,-0.4588,0.0,0.85,0.15,15
@CNN,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/WUwgfuoqoC https://t.co/dF9ZyURLmb,Sun Apr 01 14:30:15 +0000 2018,-0.6597,0.0,0.671,0.329,16
@CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM",Sun Apr 01 14:00:11 +0000 2018,0.3818,0.217,0.669,0.114,17
@CNN,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH",Sun Apr 01 13:46:28 +0000 2018,-0.3612,0.0,0.884,0.116,18
@CNN,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2",Sun Apr 01 13:35:48 +0000 2018,0.7964,0.336,0.664,0.0,19
@CNN,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU",Sun Apr 01 13:30:10 +0000 2018,-0.1779,0.0,0.922,0.078,20
@CNN,"After years of unchecked power and corruption, one man's crusade will divide the Catholic church forever. #Pope ton… https://t.co/RMo0XniG13",Sun Apr 01 18:45:13 +0000 2018,0.0,0.0,1.0,0.0,21
@CNN,"Hackers have stolen information for more than 5 million credit and debit cards used at Saks Fifth Avenue, Saks Off… https://t.co/UJwIVPKaYD",Sun Apr 01 18:30:03 +0000 2018,-0.0865,0.119,0.748,0.133,22
@CNN,Las Vegas hockey team retires No. 58 to honor concert victims https://t.co/wAl24fsTmE https://t.co/HjeEAhuTn4,Sun Apr 01 18:15:06 +0000 2018,-0.0772,0.181,0.565,0.254,23
@CNN,Thunder Snow seals success in the $10 million Dubai World Cup https://t.co/PlJeyHcF7A https://t.co/wOtOjVJlth,Sun Apr 01 18:00:15 +0000 2018,0.5719,0.236,0.764,0.0,24
@CNN,Sacramento sheriff's vehicle hits protester at Stephon Clark vigil https://t.co/BE2Ueg7Lth https://t.co/M3zelqBzHQ,Sun Apr 01 17:45:04 +0000 2018,0.0,0.0,1.0,0.0,25
@CNN,Pope Francis in Easter service baptizes migrant hailed as a hero https://t.co/jFIq7g3Byf https://t.co/WNzni2VTS3,Sun Apr 01 17:30:07 +0000 2018,0.6705,0.355,0.645,0.0,26
@CNN,"Secret Service investigating vandalism at Trump golf club in Florida, sheriff's office says https://t.co/efJ39IUEpN https://t.co/y5FITF6EVF",Sun Apr 01 17:15:10 +0000 2018,0.0,0.0,1.0,0.0,27
@CNN,"The timing of the Gaza protest is no coincidence, writes Nic Robertson for @CNNOpinion https://t.co/Wy4he4kbnI https://t.co/LkSSBOU4yt",Sun Apr 01 17:00:02 +0000 2018,-0.4939,0.0,0.769,0.231,28
@CNN,"New book alleges Kellyanne Conway is the ""number one leaker"" in President Trump's White House… https://t.co/YoQc0c4lX1",Sun Apr 01 16:45:46 +0000 2018,0.0772,0.08,0.92,0.0,29
@CNN,"Rebel Syrian fighters evacuated from besieged Douma, state TV says https://t.co/WakvBH5g5Z https://t.co/VOefylsnq6",Sun Apr 01 16:30:13 +0000 2018,-0.2023,0.0,0.781,0.219,30
@CNN,Harry and Meghan's royal wedding florist opts for white roses and peonies https://t.co/hjcg9EfFrZ https://t.co/OYSJQgHA2a,Sun Apr 01 16:15:07 +0000 2018,0.0,0.0,1.0,0.0,31
@CNN,Are stocks still ridiculously expensive? https://t.co/XGqej8v1rh https://t.co/hh13aRQFBa,Sun Apr 01 16:00:13 +0000 2018,-0.34,0.0,0.714,0.286,32
@CNN,"Lawsuit claims CVS unintentionally revealed HIV status of 6,000 customers in Ohio https://t.co/BsCm3LPXVs https://t.co/JRuHm1MHtv",Sun Apr 01 15:46:17 +0000 2018,-0.2263,0.0,0.872,0.128,33
@CNN,JUST IN: President Trump says there will be no deal with Democrats to legalize thousands of undocumented immigrants… https://t.co/xvUkmIvXWY,Sun Apr 01 15:02:27 +0000 2018,-0.296,0.0,0.891,0.109,34
@CNN,"While Larry Nassar was sexually abusing gymnasts at Twistars Gymnastics in Michigan, famed Olympic coach John Gedde… https://t.co/MSh9kOrIii",Sun Apr 01 15:00:03 +0000 2018,-0.4588,0.0,0.85,0.15,35
@CNN,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/WUwgfuoqoC https://t.co/dF9ZyURLmb,Sun Apr 01 14:30:15 +0000 2018,-0.6597,0.0,0.671,0.329,36
@CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM",Sun Apr 01 14:00:11 +0000 2018,0.3818,0.217,0.669,0.114,37
@CNN,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH",Sun Apr 01 13:46:28 +0000 2018,-0.3612,0.0,0.884,0.116,38
@CNN,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2",Sun Apr 01 13:35:48 +0000 2018,0.7964,0.336,0.664,0.0,39
@CNN,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU",Sun Apr 01 13:30:10 +0000 2018,-0.1779,0.0,0.922,0.078,40
@CNN,"After years of unchecked power and corruption, one man's crusade will divide the Catholic church forever. #Pope ton… https://t.co/RMo0XniG13",Sun Apr 01 18:45:13 +0000 2018,0.0,0.0,1.0,0.0,41
@CNN,"Hackers have stolen information for more than 5 million credit and debit cards used at Saks Fifth Avenue, Saks Off… https://t.co/UJwIVPKaYD",Sun Apr 01 18:30:03 +0000 2018,-0.0865,0.119,0.748,0.133,42
@CNN,Las Vegas hockey team retires No. 58 to honor concert victims https://t.co/wAl24fsTmE https://t.co/HjeEAhuTn4,Sun Apr 01 18:15:06 +0000 2018,-0.0772,0.181,0.565,0.254,43
@CNN,Thunder Snow seals success in the $10 million Dubai World Cup https://t.co/PlJeyHcF7A https://t.co/wOtOjVJlth,Sun Apr 01 18:00:15 +0000 2018,0.5719,0.236,0.764,0.0,44
@CNN,Sacramento sheriff's vehicle hits protester at Stephon Clark vigil https://t.co/BE2Ueg7Lth https://t.co/M3zelqBzHQ,Sun Apr 01 17:45:04 +0000 2018,0.0,0.0,1.0,0.0,45
@CNN,Pope Francis in Easter service baptizes migrant hailed as a hero https://t.co/jFIq7g3Byf https://t.co/WNzni2VTS3,Sun Apr 01 17:30:07 +0000 2018,0.6705,0.355,0.645,0.0,46
@CNN,"Secret Service investigating vandalism at Trump golf club in Florida, sheriff's office says https://t.co/efJ39IUEpN https://t.co/y5FITF6EVF",Sun Apr 01 17:15:10 +0000 2018,0.0,0.0,1.0,0.0,47
@CNN,"The timing of the Gaza protest is no coincidence, writes Nic Robertson for @CNNOpinion https://t.co/Wy4he4kbnI https://t.co/LkSSBOU4yt",Sun Apr 01 17:00:02 +0000 2018,-0.4939,0.0,0.769,0.231,48
@CNN,"New book alleges Kellyanne Conway is the ""number one leaker"" in President Trump's White House… https://t.co/YoQc0c4lX1",Sun Apr 01 16:45:46 +0000 2018,0.0772,0.08,0.92,0.0,49
@CNN,"Rebel Syrian fighters evacuated from besieged Douma, state TV says https://t.co/WakvBH5g5Z https://t.co/VOefylsnq6",Sun Apr 01 16:30:13 +0000 2018,-0.2023,0.0,0.781,0.219,50
@CNN,Harry and Meghan's royal wedding florist opts for white roses and peonies https://t.co/hjcg9EfFrZ https://t.co/OYSJQgHA2a,Sun Apr 01 16:15:07 +0000 2018,0.0,0.0,1.0,0.0,51
@CNN,Are stocks still ridiculously expensive? https://t.co/XGqej8v1rh https://t.co/hh13aRQFBa,Sun Apr 01 16:00:13 +0000 2018,-0.34,0.0,0.714,0.286,52
@CNN,"Lawsuit claims CVS unintentionally revealed HIV status of 6,000 customers in Ohio https://t.co/BsCm3LPXVs https://t.co/JRuHm1MHtv",Sun Apr 01 15:46:17 +0000 2018,-0.2263,0.0,0.872,0.128,53
@CNN,JUST IN: President Trump says there will be no deal with Democrats to legalize thousands of undocumented immigrants… https://t.co/xvUkmIvXWY,Sun Apr 01 15:02:27 +0000 2018,-0.296,0.0,0.891,0.109,54
@CNN,"While Larry Nassar was sexually abusing gymnasts at Twistars Gymnastics in Michigan, famed Olympic coach John Gedde… https://t.co/MSh9kOrIii",Sun Apr 01 15:00:03 +0000 2018,-0.4588,0.0,0.85,0.15,55
@CNN,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/WUwgfuoqoC https://t.co/dF9ZyURLmb,Sun Apr 01 14:30:15 +0000 2018,-0.6597,0.0,0.671,0.329,56
@CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM",Sun Apr 01 14:00:11 +0000 2018,0.3818,0.217,0.669,0.114,57
@CNN,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH",Sun Apr 01 13:46:28 +0000 2018,-0.3612,0.0,0.884,0.116,58
@CNN,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2",Sun Apr 01 13:35:48 +0000 2018,0.7964,0.336,0.664,0.0,59
@CNN,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU",Sun Apr 01 13:30:10 +0000 2018,-0.1779,0.0,0.922,0.078,60
@CNN,"After years of unchecked power and corruption, one man's crusade will divide the Catholic church forever. #Pope ton… https://t.co/RMo0XniG13",Sun Apr 01 18:45:13 +0000 2018,0.0,0.0,1.0,0.0,61
